bulk modulus samples [N/mm^2],shear modulus samples [N/mm^2]
127728.046483247,73736.0519865581
126349.715910778,70994.0033466884
137058.711117203,74009.5385471487
118778.427697794,72776.4605172074
115882.847657863,72810.0967345807
117993.972810824,73835.3129897548
135835.566764645,71136.774929266
127065.859721445,73003.7323022791
141801.393858155,73804.5878357871
138789.711768024,71505.9498870465
137029.801583523,70883.364966155
130938.580401804,73319.6975513373
128756.501832814,74348.1308274535
149796.243368307,75442.2303542795
121096.961978771,74924.0985478761
145249.615373091,74256.7718015869
135016.963298871,72734.5196209134
130947.998418186,72036.222513722
152409.946181876,70815.7337760993
116702.552487481,75077.8422332427
116239.375434868,71460.1435809829
124416.356018932,70955.5697095073
131961.041938395,73727.5709428958
152615.590037958,73368.5862955388
130070.950815197,74208.8317495512
113868.753693516,72888.0510639024
125908.099317552,74061.785613041
119783.536800692,73015.163446298
116739.500504411,71545.7541499359
118881.182270118,76650.716731097
121058.134065364,72086.0215060821
114288.13416902,72977.9628931279
122895.005918488,72452.888128734
126670.817278016,72044.5411979553
131549.461523188,73129.9672729904
143702.688166299,75868.63216423
117636.00674775,73758.2018593501
112518.188319057,73726.1080398828
109231.079743373,71060.1913957058
117865.604190665,75027.4519118737
121974.727568479,71811.0051596106
141431.98416524,75306.9503086962
153975.438645658,74707.3345427389
150321.699662174,73517.7728012741
166846.291410884,74961.5655683267
120713.158228734,75896.9118586618
136720.67447392,74496.3484324965
138551.821558402,73363.6447263864
143898.055371054,73624.6328855878
118973.712130725,73869.9846680886
114340.816222064,72342.2383776729
113251.060812189,71779.1482951757
111970.386364659,71390.3465898518
136441.873986227,74024.7119414231
147842.833869551,71948.1079324619
137330.543804565,72032.2975906297
116077.684782556,74451.8263003216
139162.830191741,71593.8894693758
127011.935985054,73482.782761424
144284.583557223,72601.4312602418
119253.109310947,72366.8525743413
121787.806666633,73883.0507464811
121585.206267101,73099.8582689823
126346.021296628,73048.0959893463
126715.57994345,71733.2463647537
136296.737921205,73045.1488770602
117334.367680058,73279.0972146747
132692.057148362,72607.6974706727
122455.046073831,73497.0705064733
118986.534554148,72470.08320102
129611.447597045,72544.1780372583
163363.774766109,73796.8064936356
129726.757693604,75380.5724146684
136734.305525225,72673.985993474
141928.824590132,70414.1581743488
129234.199457785,76142.0178843904
116517.478921486,72966.5535311828
130222.568849001,71348.2464762109
142419.576501131,75057.875470353
137014.236281441,74634.2584454085
130812.990013119,77423.9300208962
131537.248696485,73581.924121901
134339.715975007,74062.3007955263
148205.51051053,73585.6961118897
121945.107697523,70880.3768741726
117146.500052062,70862.901045876
125132.307210451,76629.1471875762
145200.577430057,70693.9517076886
115316.17417875,73676.0958179286
111403.103364144,70505.3302231493
123237.375844307,73997.9987155009
117771.820764377,72696.7380752381
117207.304690378,71203.2037107184
127861.510118059,75028.5210360781
127533.367834996,71433.6109320112
122343.37718343,73946.1155109986
125454.760973209,70860.7913473715
136862.566016338,73330.9297475127
137064.066506162,73958.1890678591
129865.737178551,73689.0027638837
123104.54793831,73253.4126318061
126349.715910778,70994.0033466884
141298.688435127,75436.470381153
118778.427697794,72776.4605172074
115882.847657863,72810.0967345807
119684.904644446,73883.701117975
135835.566764645,71136.774929266
127065.859721445,73003.7323022791
141801.393858155,73804.5878357871
135731.273697342,72569.682708579
137029.801583523,70883.364966155
122377.86766376,74003.114076804
128756.501832814,74348.1308274535
149796.243368307,75442.2303542795
121096.961978771,74924.0985478761
154838.469338762,73986.908523247
135016.963298871,72734.5196209134
123662.829824556,72170.4642613514
144654.623254676,71199.5968648704
120202.15986241,73594.373872061
116239.375434868,71460.1435809829
124416.356018932,70955.5697095073
125478.866998044,73840.2338427982
152615.590037958,73368.5862955388
130070.950815197,74208.8317495512
113868.753693516,72888.0510639024
125908.099317552,74061.785613041
119783.536800692,73015.163446298
115706.415854072,72079.3536652299
118881.182270118,76650.716731097
121058.134065364,72086.0215060821
114788.016370375,72940.2811655355
122895.005918488,72452.888128734
126700.349633556,71839.1631311488
131549.461523188,73129.9672729904
143702.688166299,75868.63216423
117628.562881575,73761.5151974342
112518.188319057,73726.1080398828
112235.129533053,70985.3160244938
124855.57927995,76728.52799539
120533.677736079,72602.9271240167
141431.98416524,75306.9503086962
153975.438645658,74707.3345427389
155804.916634911,76541.2553596898
166846.291410884,74961.5655683267
120096.030450958,73983.8675374063
136720.67447392,74496.3484324965
167378.713708397,74067.5613804725
143898.055371054,73624.6328855878
118973.712130725,73869.9846680886
114340.816222064,72342.2383776729
113346.21247993,71789.8439494254
111970.386364659,71390.3465898518
139159.16068968,74270.0276145602
157391.385042576,71808.2533272445
137276.547355411,72476.4749709451
115553.613682774,74539.7569104668
139162.830191741,71593.8894693758
131030.561891463,73516.5408186047
142402.193724433,74388.7173498552
118330.153255454,72805.6618967286
109869.115727519,73366.0278514943
121585.206267101,73099.8582689823
123743.865948624,73348.3552749914
161485.332927587,73071.6863973971
136296.737921205,73045.1488770602
117334.367680058,73279.0972146747
137685.459637449,73338.3095317866
122455.046073831,73497.0705064733
116818.063211916,71828.0231911068
136257.14822185,74576.3684611546
164568.497500905,73799.8331358317
129726.757693604,75380.5724146684
134609.935403807,72584.4128104457
141928.824590132,70414.1581743488
129234.199457785,76142.0178843904
117121.641745194,72849.3931880621
139808.793002715,70295.8635545301
128063.749846293,74240.4186927225
137014.236281441,74634.2584454085
130812.990013119,77423.9300208962
133379.997927635,71751.2286070744
130045.001036637,73975.1119689489
130065.410648812,73345.5596831064
130872.506115822,71508.9854464562
117873.939222485,70964.9289081146
139111.044894271,76580.913470651
145200.577430057,70693.9517076886
115316.17417875,73676.0958179286
111403.103364144,70505.3302231493
121789.646187996,74373.9775674142
112221.959061962,69253.3549587431
117207.304690378,71203.2037107184
127861.510118059,75028.5210360781
127533.367834996,71433.6109320112
122343.37718343,73946.1155109986
125454.760973209,70860.7913473715
136862.566016338,73330.9297475127
108629.592277911,74908.8415463496
129865.737178551,73689.0027638837
132105.902457529,73414.1111152059
126349.715910778,70994.0033466884
141298.688435127,75436.470381153
118778.427697794,72776.4605172074
115369.059426446,72861.1709264307
116458.963988471,73884.6988153578
135835.566764645,71136.774929266
127065.859721445,73003.7323022791
140411.809694923,74231.5944878688
136820.281322901,72574.2212005394
129029.896956391,71184.7342130656
135295.617520252,74981.704721393
128756.501832814,74348.1308274535
149796.243368307,75442.2303542795
121185.416479027,74902.2193171736
154838.469338762,73986.908523247
128185.726585469,69995.1859035142
123662.829824556,72170.4642613514
144654.623254676,71199.5968648704
119103.307422428,74282.4425534799
133211.308625265,74051.6872943741
124416.356018932,70955.5697095073
130755.66089772,75934.1438568349
142722.392602519,73361.6539253078
130070.950815197,74208.8317495512
113868.753693516,72888.0510639024
126580.524083635,74072.352848014
124635.99056564,72297.2580406918
115533.120108554,72480.9633398769
118881.182270118,76650.716731097
127088.640072396,70259.6035676535
129060.446789613,73188.3801386803
122895.005918488,72452.888128734
126700.349633556,71839.1631311488
135512.715255775,73241.5519410712
143702.688166299,75868.63216423
122132.439249301,73187.2921827656
118217.277025513,72600.3822732539
112235.129533053,70985.3160244938
127398.934188603,74522.2274162291
122649.145901426,73132.2259709758
143558.281995795,76277.0240952019
153975.438645658,74707.3345427389
155572.412225482,76517.8846680443
158824.032905883,74832.367373174
120096.030450958,73983.8675374063
132372.881142235,72275.4074344416
167378.713708397,74067.5613804725
143898.055371054,73624.6328855878
118973.712130725,73869.9846680886
114340.816222064,72342.2383776729
113346.21247993,71789.8439494254
114622.898801901,72236.9682848922
139143.354126947,74271.4946534893
146942.100474793,70866.1521136728
137276.547355411,72476.4749709451
115553.613682774,74539.7569104668
139162.830191741,71593.8894693758
121730.381541153,75098.1541170791
146864.511856769,76598.5583713676
118330.153255454,72805.6618967286
108500.171317924,73302.3681501677
121585.206267101,73099.8582689823
123743.865948624,73348.3552749914
161485.332927587,73071.6863973971
136296.737921205,73045.1488770602
117518.903755293,73214.8653944728
140977.862973844,73910.2754829113
122455.046073831,73497.0705064733
123781.849753533,72821.2626402429
135365.261672612,74603.6039799229
164568.497500905,73799.8331358317
130218.573047176,75903.9092423838
134609.935403807,72584.4128104457
141928.824590132,70414.1581743488
129234.199457785,76142.0178843904
113625.798450889,72495.9948511694
139808.793002715,70295.8635545301
126497.318739637,73979.5967622914
137792.072254732,74542.0730903902
130812.990013119,77423.9300208962
127990.135896327,72261.4589212715
142165.097212531,73964.4457064584
124853.187478868,75852.6619785106
130872.506115822,71508.9854464562
119089.742468613,72270.2729425302
138779.007128538,76029.03691215
145200.577430057,70693.9517076886
115316.17417875,73676.0958179286
124137.664819577,71646.2099836266
121789.646187996,74373.9775674142
112221.959061962,69253.3549587431
117207.304690378,71203.2037107184
127861.510118059,75028.5210360781
127533.367834996,71433.6109320112
122343.37718343,73946.1155109986
131166.036813108,73253.0376914571
140474.458774993,72864.047011954
108629.592277911,74908.8415463496
129865.737178551,73689.0027638837
130568.761310222,73288.9514305832
126349.715910778,70994.0033466884
141298.688435127,75436.470381153
111993.890176759,72568.4430141888
118603.123310969,73623.1750085454
116458.963988471,73884.6988153578
135835.566764645,71136.774929266
128909.1905107,73455.0914387205
137118.541482057,74601.6170714876
135419.754638523,71337.3361802612
129029.896956391,71184.7342130656
137616.793853712,75383.9651968739
128756.501832814,74348.1308274535
149796.243368307,75442.2303542795
121185.416479027,74902.2193171736
154838.469338762,73986.908523247
128444.41700818,69921.196062094
122949.430831499,72568.3865034298
144654.623254676,71199.5968648704
119103.307422428,74282.4425534799
135450.676097202,74819.5184683641
124416.356018932,70955.5697095073
126804.611021039,77280.03075316
142722.392602519,73361.6539253078
130070.950815197,74208.8317495512
109938.221841813,72196.3937439381
129180.309762457,74202.925184012
121249.240903148,72176.0611969217
121595.469216603,71898.7359251878
119567.450247598,75749.5263356586
127088.640072396,70259.6035676535
129060.446789613,73188.3801386803
122895.005918488,72452.888128734
126455.992706114,71851.4389927603
134144.237339549,73023.7740822518
132173.096739889,75858.8637507637
122132.439249301,73187.2921827656
118217.277025513,72600.3822732539
114865.971601326,71666.0260441469
127910.007310888,74350.0397112296
110870.028962411,71601.2508914633
143558.281995795,76277.0240952019
175813.658664698,75173.6718396648
133637.084651447,74262.1688516639
166592.168954096,76863.78654863
120096.030450958,73983.8675374063
131727.096214911,72290.2329304737
167378.713708397,74067.5613804725
139092.082179854,74186.8761182748
118522.830902234,73868.148179717
114340.816222064,72342.2383776729
113346.21247993,71789.8439494254
113856.613295438,72333.584278613
136772.654050743,74594.0207521286
146942.100474793,70866.1521136728
141046.818356884,75981.7492613687
115553.613682774,74539.7569104668
133671.54396113,74240.0066203751
121730.381541153,75098.1541170791
146864.511856769,76598.5583713676
118330.153255454,72805.6618967286
108500.171317924,73302.3681501677
121585.206267101,73099.8582689823
116205.136816034,71424.2525682516
146711.413941344,71957.2035169636
133340.220555757,73170.9885115743
117518.903755293,73214.8653944728
140977.862973844,73910.2754829113
121951.44381336,73468.2789678286
120220.88479958,72613.0425866391
135365.261672612,74603.6039799229
164568.497500905,73799.8331358317
131170.906988002,77489.343676698
134609.935403807,72584.4128104457
139704.470315482,70928.0936671599
129234.199457785,76142.0178843904
110077.126120124,72064.1850108557
135161.772049248,71885.8714034008
128340.282655173,71880.0128134248
136743.528190996,74489.8558185364
132873.310725437,77063.1566103224
127990.135896327,72261.4589212715
142037.338073883,73928.1701668063
124853.187478868,75852.6619785106
135751.328628601,71004.5940991701
117043.448199036,72469.7116619073
138779.007128538,76029.03691215
145200.577430057,70693.9517076886
119193.460650375,73888.6909796193
124137.664819577,71646.2099836266
114788.048925783,72007.3893976582
112221.959061962,69253.3549587431
117207.304690378,71203.2037107184
130345.707419303,75408.5283460707
126971.883576921,71263.9064194504
