bulk modulus samples [N/mm^2],shear modulus samples [N/mm^2]
141466.625436192,74598.875331882
125865.085447663,74168.8404957903
146751.0275963,73072.7725311806
113783.240953117,73277.2832122474
150816.036472456,74719.6975583429
138810.470647812,76803.7282558386
141375.032381487,73620.6729231618
127645.773204565,73069.0502080839
124149.24266544,74266.2911623117
121541.780318529,73224.889762525
126422.992808172,73572.7647242812
127900.530669833,75525.065402193
108772.896618988,71179.7214204812
132672.830823942,71610.6883282845
128260.339120629,72242.945571037
129473.656540157,73471.4601102382
114753.152493158,74041.7488698673
125613.165946335,72457.9892733824
173132.202226423,74396.8402500065
137945.307618057,72467.5573992425
117359.207254586,73571.1725432785
124210.147799834,73247.3015052156
126628.57966422,71019.3967715613
127061.118719463,73085.2103875738
140729.144870684,74287.4779265823
120424.229658261,72202.9169795536
134744.800710127,73778.0178629693
133551.78056072,72312.7456046213
120234.240110513,73997.3162688785
139563.217321274,73496.0796694265
109594.885301936,72413.4461678905
140627.656479013,74883.7413657081
123236.059352357,75619.301755771
121123.568650134,72524.2969444208
145146.511944015,73285.9806981251
131026.646852639,71854.0375302949
136734.60766764,74876.3753741284
136671.295337792,75584.459641702
115732.786538388,70889.8405261154
118045.93841807,71497.7423087844
124801.810364127,75091.2943799983
141602.694965103,73295.8301356788
125788.130346172,73489.8309239443
117942.100901955,74404.19302211
125501.850195648,74762.360697121
115647.32512099,71771.4308534238
138520.229313699,74999.8964282582
128784.518690232,74760.8844171279
137447.556013258,77802.8478373779
139186.604235635,72291.9349530206
125600.798226354,76434.6832045215
114195.733565071,75545.4311075284
127494.509466046,74422.4252829881
121740.626565542,75849.302511255
116147.634136244,72831.1842861611
127600.298826299,73970.5581158895
133598.415689239,73751.2075815786
132603.586399258,73142.2118378133
130327.433509013,73580.3117100065
140732.033200438,72773.3945613311
137698.685290017,73911.4623586318
120362.487324295,73572.6152377681
122138.943595298,75062.0801453694
128370.532610149,73745.60282296
130939.834647055,73786.0027492268
112976.660762982,71230.2485035844
121378.778698618,71786.9520042659
115839.803963841,74665.6849249791
114589.628829658,73708.4135792108
133035.481239692,73095.07528434
147653.059486154,71292.9068223882
137773.287831952,71001.2910059393
130707.392585829,74593.6961050624
141555.011163261,72054.9623814529
131042.938484615,72483.9140242931
148033.889163959,73176.097856129
136924.544677947,72416.9797313979
136413.624595796,75134.7419904891
127721.007398209,75121.7203854106
134823.286951424,75408.534852274
128004.178263683,75718.55948857
124180.686586874,75224.8157291426
146171.097727872,74982.2750768201
139696.503333755,75553.8461982837
135997.391629535,73379.8289874848
129589.398014625,71149.1754788393
124019.487764913,72558.4798638373
137907.309067614,74187.6426170045
156273.78338541,73471.2618451658
140806.04238522,74452.112113361
129792.397245831,75331.652377217
127747.81706132,74286.2614609368
127858.344226782,74138.7401489016
114955.181636132,77250.4692584544
136980.832425469,70581.8240504558
148933.300455345,72406.6905638269
145197.277086645,73379.6507048831
131883.060266161,71129.6242179497
125522.226136262,74762.9664081981
120636.297457998,72501.2159711706
144164.413563001,74910.5696632278
123495.575314509,74741.0026003144
146751.0275963,73072.7725311806
111980.392295858,73568.9445605819
148083.132403755,74525.0057325592
123225.574428774,74812.0485957058
141375.032381487,73620.6729231618
127645.773204565,73069.0502080839
123749.895631416,74288.97193181
125587.908954439,74038.8664515007
126422.992808172,73572.7647242812
127900.530669833,75525.065402193
108772.896618988,71179.7214204812
129821.440362452,70663.2857960944
128260.339120629,72242.945571037
129473.656540157,73471.4601102382
119692.811789143,73626.7862752255
127189.266259962,72707.7590720423
173132.202226423,74396.8402500065
137945.307618057,72467.5573992425
110497.970128211,72554.1848086057
113051.411024921,72639.8469256386
126137.721630278,70958.350453763
129581.434770019,72072.9878528715
141425.021267669,74352.2834761281
120424.229658261,72202.9169795536
151290.77899905,76242.7850496129
125055.919501539,72055.8858005943
120234.240110513,73997.3162688785
140989.697044284,72465.9579367497
109594.885301936,72413.4461678905
140589.262846483,74946.2678004341
124821.06893192,74702.6497305254
121123.568650134,72524.2969444208
145146.511944015,73285.9806981251
126895.476845688,74002.472822848
138676.447914353,74335.7184955807
136671.295337792,75584.459641702
115732.786538388,70889.8405261154
121017.060530526,72144.6120990283
124801.810364127,75091.2943799983
141602.694965103,73295.8301356788
112689.634115108,70550.5743423544
117942.100901955,74404.19302211
125501.850195648,74762.360697121
115647.32512099,71771.4308534238
138520.229313699,74999.8964282582
124576.341436961,76544.4770757941
132572.625228344,76639.7597219509
139186.604235635,72291.9349530206
126714.247790281,74869.3584757492
114195.733565071,75545.4311075284
109890.383136337,73016.4883572739
144330.886764658,76759.1277502378
116147.634136244,72831.1842861611
127600.298826299,73970.5581158895
129092.270696042,74456.291780105
129449.57582167,73088.3716454394
130327.433509013,73580.3117100065
140732.033200438,72773.3945613311
137698.685290017,73911.4623586318
120362.487324295,73572.6152377681
117210.9607264,76775.2539481942
128389.762090337,73747.3093795043
138874.200529209,73224.8169190823
112976.660762982,71230.2485035844
124969.31261041,70495.3164891216
115839.803963841,74665.6849249791
114589.628829658,73708.4135792108
133035.481239692,73095.07528434
147653.059486154,71292.9068223882
137773.287831952,71001.2910059393
130707.392585829,74593.6961050624
140576.124156412,73897.8450706706
131042.938484615,72483.9140242931
148033.889163959,73176.097856129
136924.544677947,72416.9797313979
140980.294498047,74925.3612187187
124735.374274659,74119.7226528139
135970.552929695,76893.1220403444
129762.148241591,78115.863972353
130215.301240361,76397.4684354832
142582.518858585,73963.4781330551
139696.503333755,75553.8461982837
135997.391629535,73379.8289874848
130615.15257123,71144.1696195827
124019.487764913,72558.4798638373
137907.309067614,74187.6426170045
133858.567825337,73598.7876951133
142314.818385635,72946.8180361437
129422.456945226,75282.5668100846
127625.555097201,74449.4452835168
129149.323636764,74075.0610528501
130754.305935373,75370.7520442135
136980.832425469,70581.8240504558
148683.367245175,73029.4348662996
145197.277086645,73379.6507048831
128555.001096096,71581.1534100784
126326.480686222,74303.5719438256
120636.297457998,72501.2159711706
136367.330901602,74673.157792409
126944.307938264,75527.4213989467
136419.884039301,75671.8704956388
111980.392295858,73568.9445605819
148083.132403755,74525.0057325592
123225.574428774,74812.0485957058
141375.032381487,73620.6729231618
137363.202183596,74424.2396863427
123749.895631416,74288.97193181
125850.387972086,74005.1475649357
133212.010918096,73193.4983050086
127427.927847224,75677.8614082826
108772.896618988,71179.7214204812
129821.440362452,70663.2857960944
129929.451176846,72265.6051417849
129473.656540157,73471.4601102382
119692.811789143,73626.7862752255
128517.238267414,72355.3765343361
173132.202226423,74396.8402500065
137945.307618057,72467.5573992425
112747.547174951,72887.6220915034
124585.017578556,72955.3156205738
127848.404801318,73210.3931419612
134726.687363003,72190.2724191461
141425.021267669,74352.2834761281
120424.235550967,72202.7862551738
151290.77899905,76242.7850496129
125055.919501539,72055.8858005943
120234.240110513,73997.3162688785
139330.909991849,72766.5712382025
109594.885301936,72413.4461678905
133576.799852078,74585.8512157887
124821.06893192,74702.6497305254
121123.568650134,72524.2969444208
135568.561636222,73654.6727942385
135188.281615169,73247.1652928843
138676.447914353,74335.7184955807
136671.295337792,75584.459641702
115732.786538388,70889.8405261154
125838.468988145,73192.7025663288
124801.810364127,75091.2943799983
141602.694965103,73295.8301356788
111871.838820629,71042.8429900251
110323.824733365,76193.6372656098
126431.610290863,74860.959173927
129088.948073145,72865.3406768744
138520.229313699,74999.8964282582
125620.964804446,76556.9246678616
134212.511219187,76020.7435539175
139186.604235635,72291.9349530206
126714.247790281,74869.3584757492
114674.641059143,75496.1231927668
121516.913724434,73350.425894602
144330.886764658,76759.1277502378
116147.634136244,72831.1842861611
127600.298826299,73970.5581158895
129092.270696042,74456.291780105
121148.880422312,71703.9673949522
124996.889221914,74520.2977847863
140530.646862314,72750.0106351514
133519.52124832,72843.9441614321
120362.487324295,73572.6152377681
117210.9607264,76775.2539481942
128389.762090337,73747.3093795043
114543.913414932,73354.2262076355
121922.035788208,73749.1853210837
115023.293330419,72158.2743305207
115839.803963841,74665.6849249791
133973.227891681,73175.9568894402
133055.000118881,73099.4526331557
147653.059486154,71292.9068223882
137773.287831952,71001.2910059393
136319.116310166,74410.5007949077
140576.124156412,73897.8450706706
129859.308283114,72836.4178059
148033.889163959,73176.097856129
149231.601818757,73026.8527825344
140980.294498047,74925.3612187187
124735.374274659,74119.7226528139
135970.552929695,76893.1220403444
129762.148241591,78115.863972353
130397.369077054,77639.6051651225
156390.997574264,73663.0240508806
139696.503333755,75553.8461982837
135997.391629535,73379.8289874848
130615.15257123,71144.1696195827
124019.487764913,72558.4798638373
137907.309067614,74187.6426170045
134640.860162629,73301.8592514985
130441.170457071,76625.5502416501
129422.456945226,75282.5668100846
128604.974632365,74737.8497893333
129970.317973962,74317.7792604468
130754.305935373,75370.7520442135
123662.10187759,73385.6731906502
146877.134596316,73111.6677865731
145197.277086645,73379.6507048831
138592.120164497,72122.3071786904
126326.480686222,74303.5719438256
120885.059679635,71527.8273744307
136367.330901602,74673.157792409
126944.307938264,75527.4213989467
136419.884039301,75671.8704956388
106987.804080306,73987.1195116704
148083.132403755,74525.0057325592
123225.574428774,74812.0485957058
141375.032381487,73620.6729231618
137363.202183596,74424.2396863427
119100.088796693,74096.4446744118
125850.387972086,74005.1475649357
145630.636341652,73536.364170781
127427.927847224,75677.8614082826
108772.896618988,71179.7214204812
129408.838382495,70993.1425510323
129929.451176846,72265.6051417849
122960.697261673,74251.9493755856
119692.811789143,73626.7862752255
163555.245568955,75118.2156032399
136421.844169437,73388.2199699358
137945.307618057,72467.5573992425
112747.547174951,72887.6220915034
120618.288093267,73856.0499484561
119171.31543348,73545.7800857
126928.847588184,72875.1207112766
139654.997779237,74078.222244146
121544.300091905,72278.5888412391
151290.77899905,76242.7850496129
125055.919501539,72055.8858005943
120234.240110513,73997.3162688785
139330.909991849,72766.5712382025
109594.885301936,72413.4461678905
133576.799852078,74585.8512157887
124821.06893192,74702.6497305254
123173.671163682,72397.8582807042
134265.275501636,73999.8689479154
135199.653316759,73249.02982542
140184.965085405,75155.1206349743
141251.564764729,77226.9981628367
115732.786538388,70889.8405261154
125014.217294572,73275.7145115646
124801.810364127,75091.2943799983
141085.606645548,73479.5856816807
111871.838820629,71042.8429900251
110323.824733365,76193.6372656098
126431.610290863,74860.959173927
137363.774962533,72031.9672280439
156619.88482443,75392.625813179
125620.964804446,76556.9246678616
142174.199472138,74382.1093796414
143608.600515156,71991.0887841892
126714.247790281,74869.3584757492
114674.641059143,75496.1231927668
112670.311958287,73542.8547274312
144330.886764658,76759.1277502378
116147.634136244,72831.1842861611
127600.298826299,73970.5581158895
129092.270696042,74456.291780105
116885.078557637,71319.9143246441
124996.889221914,74520.2977847863
140530.646862314,72750.0106351514
133833.151865211,72671.4325693232
135157.905699764,74127.9329358427
121616.248400111,76660.8897601946
127062.522170931,74244.4706235391
102694.664138247,73360.6840958421
121922.035788208,73749.1853210837
125135.02171908,73077.1839617615
115839.803963841,74665.6849249791
132268.356516089,72961.8141173778
145695.798649564,72936.1118816386
146903.147875045,70028.9713315181
143480.745940195,73214.3945551904
135878.220982905,72940.8137058262
150530.556083019,74849.9450322827
132149.383571989,72537.6084235743
135555.494574823,74567.3413644759
157492.816942924,72989.7768258476
126479.206386351,74063.5500971639
124735.374274659,74119.7226528139
118019.07817788,76403.5163808309
125828.114024213,76214.3809149134
125739.969520981,76380.6542789829
160773.830415565,73947.0758003092
116435.601809181,74171.6694034719
135997.391629535,73379.8289874848
130615.15257123,71144.1696195827
122035.94209568,73069.4699674725
137757.262255556,74196.4463512988
134640.860162629,73301.8592514985
130441.170457071,76625.5502416501
133094.646290522,76033.3069416457
128604.974632365,74737.8497893333
129970.317973962,74317.7792604468
131525.632576169,74960.1590009514
123150.371284537,73051.7520228316
150416.033091294,73117.2806152993
152479.034358915,72256.546723201
138592.120164497,72122.3071786904
126326.480686222,74303.5719438256
120885.059679635,71527.8273744307
136367.330901602,74673.157792409
126944.307938264,75527.4213989467
136419.884039301,75671.8704956388
106987.804080306,73987.1195116704
149892.892450438,75254.5498189473
116525.63076296,69931.6034265176
131443.867405962,73108.1360755415
132640.422995575,75370.2090315387
119100.088796693,74096.4446744118
125480.285370601,74118.4929134671
146986.135218681,73808.687571991
123599.150680128,76614.3226408172
108772.896618988,71179.7214204812
129408.838382495,70993.1425510323
129929.451176846,72265.6051417849
122960.697261673,74251.9493755856
119692.811789143,73626.7862752255
144797.707170488,73639.134345058
136421.844169437,73388.2199699358
137945.307618057,72467.5573992425
112747.547174951,72887.6220915034
120618.288093267,73856.0499484561
119171.31543348,73545.7800857
126928.847588184,72875.1207112766
138321.573948121,74823.1526875965
113762.022411029,72124.6280421757
132667.977346478,75293.4129853012
133714.294717604,73152.0933417153
125816.59031201,74400.9347514653
139535.42926562,72732.4845271654
109497.154745473,72410.1374342857
133576.799852078,74585.8512157887
130499.600292053,73797.8379786806
123173.671163682,72397.8582807042
137954.555658811,73685.4156478512
139176.270057974,72923.1665201406
142635.034371163,75493.4002348949
140390.365533772,75528.5267399184
115732.786538388,70889.8405261154
117328.707373072,74049.7367352217
124657.116379287,75514.8142510325
141085.606645548,73479.5856816807
111871.838820629,71042.8429900251
110323.824733365,76193.6372656098
125675.141954795,73877.6163148964
137363.774962533,72031.9672280439
134473.105299217,75007.5926898595
125356.627703842,74664.0598513746
158819.269562584,74902.3039366794
143748.765166313,71757.4466174447
126714.247790281,74869.3584757492
114674.641059143,75496.1231927668
112670.311958287,73542.8547274312
140111.929271107,74960.9686850222
130626.941131615,74236.7959635594
127600.298826299,73970.5581158895
144779.327254978,74809.0613247691
115897.592103053,70205.14967394
124075.618717127,74579.890935646
140530.646862314,72750.0106351514
133288.46313622,72772.5113183245
135157.905699764,74127.9329358427
120060.277169994,75996.8465735431
127062.522170931,74244.4706235391
102694.664138247,73360.6840958421
121922.035788208,73749.1853210837
125135.02171908,73077.1839617615
129654.814067368,74670.7141591074
132268.356516089,72961.8141173778
145695.798649564,72936.1118816386
146903.147875045,70028.9713315181
143480.745940195,73214.3945551904
131092.723218828,74036.4460603092
146019.370676357,74195.4211361788
130865.943024185,72377.5264291939
135555.494574823,74567.3413644759
157492.816942924,72989.7768258476
131364.802667758,75830.6758649254
124735.374274659,74119.7226528139
118019.07817788,76403.5163808309
125893.34927813,76068.0820630234
127082.407964466,74641.4967370451
160773.830415565,73947.0758003092
116435.601809181,74171.6694034719
136714.849457311,71451.8006347935
131053.39860044,71486.0023023341
122035.94209568,73069.4699674725
137757.262255556,74196.4463512988
134640.860162629,73301.8592514985
130441.170457071,76625.5502416501
131945.753376759,76242.2433441607
128604.974632365,74737.8497893333
117858.144167056,72462.2307861667
140341.581539696,74859.653486526
122945.578540579,72951.3668762566
158600.877504447,73282.0373824048
152479.034358915,72256.546723201
140016.64512883,72021.514322519
126326.480686222,74303.5719438256
135333.670039676,70695.4684867528
134349.65935812,75928.7702747122
127058.905869636,75565.2731920955
136395.993930285,75659.3326491857
106987.804080306,73987.1195116704
149892.892450438,75254.5498189473
128270.185663948,71972.0129223579
137516.230319015,71556.014868845
132672.385294854,75330.0860422408
119100.088796693,74096.4446744118
125480.285370601,74118.4929134671
146986.135218681,73808.687571991
124636.10143613,78385.8210182153
108772.896618988,71179.7214204812
133019.069706262,71613.8926912033
129785.185768332,72534.8884186468
122960.697261673,74251.9493755856
122171.876245402,73854.5686136225
144797.707170488,73639.134345058
136421.844169437,73388.2199699358
137945.307618057,72467.5573992425
112747.547174951,72887.6220915034
120618.288093267,73856.0499484561
138092.54906275,75484.3869394937
131283.319569382,72422.7864873524
138321.573948121,74823.1526875965
123520.505610758,72388.9042640193
132667.977346478,75293.4129853012
136109.01789808,73770.6826173336
125816.59031201,74400.9347514653
145128.751836447,72669.1993156449
109497.154745473,72410.1374342857
133576.799852078,74585.8512157887
130272.883209628,74744.2703379864
120837.97519962,72330.0505264878
138490.782268993,73621.7578490043
139730.355536972,73026.1809061108
142635.034371163,75493.4002348949
149551.590125012,75715.6744608323
115732.786538388,70889.8405261154
117069.156734318,73164.8137253701
114701.289019783,77474.1865357685
141085.606645548,73479.5856816807
115457.237752653,71853.1802985705
109566.130861995,76307.9489468166
135552.430611302,74131.8708365926
136615.430911428,73081.2138853773
134473.105299217,75007.5926898595
125356.627703842,74664.0598513746
158819.269562584,74902.3039366794
143748.765166313,71757.4466174447
126714.247790281,74869.3584757492
114674.641059143,75496.1231927668
112670.311958287,73542.8547274312
140111.929271107,74960.9686850222
130626.941131615,74236.7959635594
127600.298826299,73970.5581158895
144779.327254978,74809.0613247691
116645.755352928,72391.0655912617
124075.618717127,74579.890935646
140530.646862314,72750.0106351514
129711.577633555,72540.119091517
135019.989813956,74131.2465660143
120060.277169994,75996.8465735431
127119.122367463,73630.2022364656
102694.664138247,73360.6840958421
118197.283897781,73280.3515250209
126517.029044457,72905.0060301971
125417.826400171,74631.9575242704
134685.437426818,70752.390174241
142499.253355235,73312.9375358851
146903.147875045,70028.9713315181
141863.963495745,72959.1852859212
131092.723218828,74036.4460603092
115472.539958109,77405.3209168074
104929.423262717,71315.597559807
132982.66436614,74116.5425257416
139129.075877822,74515.2407314197
131364.802667758,75830.6758649254
124735.374274659,74119.7226528139
118019.07817788,76403.5163808309
125893.34927813,76068.0820630234
127082.407964466,74641.4967370451
142892.836603371,74386.873445357
116435.601809181,74171.6694034719
136714.849457311,71451.8006347935
131053.39860044,71486.0023023341
122035.94209568,73069.4699674725
137757.262255556,74196.4463512988
134640.860162629,73301.8592514985
130441.170457071,76625.5502416501
131945.753376759,76242.2433441607
128604.974632365,74737.8497893333
117858.144167056,72462.2307861667
140341.581539696,74859.653486526
122945.578540579,72951.3668762566
158600.877504447,73282.0373824048
152479.034358915,72256.546723201
122146.554932022,73084.9952351507
139980.749897235,71467.0315558998
135333.670039676,70695.4684867528
132544.951659245,76776.9339194426
124056.749932744,75750.402400248
136395.993930285,75659.3326491857
106987.804080306,73987.1195116704
147365.325578963,74590.7961760217
128270.185663948,71972.0129223579
137516.230319015,71556.014868845
133688.859112329,74868.8517657544
119100.088796693,74096.4446744118
127081.10548486,74855.6033414313
143400.351418328,73650.3803842876
124636.10143613,78385.8210182153
119803.499958679,73265.2751880088
126262.765521753,71025.1098903004
129785.185768332,72534.8884186468
122960.697261673,74251.9493755856
129216.776941915,74806.855856164
144797.707170488,73639.134345058
132117.625872173,72868.4490500916
137945.307618057,72467.5573992425
120879.65264707,72098.3399100644
120618.288093267,73856.0499484561
138092.54906275,75484.3869394937
131283.319569382,72422.7864873524
147599.681554269,73774.6341945053
123520.505610758,72388.9042640193
132667.977346478,75293.4129853012
139057.851552499,74346.9394578467
114273.894232526,74794.7946204648
155522.69796918,71399.8982273769
123527.676633917,73466.7411908824
143965.122156326,75950.798040031
130227.607751197,74741.4319070791
120837.97519962,72330.0505264878
145024.398354532,74012.8617180152
139730.355536972,73026.1809061108
142635.034371163,75493.4002348949
149551.590125012,75715.6744608323
115732.786538388,70889.8405261154
117069.156734318,73164.8137253701
114701.289019783,77474.1865357685
141480.945348307,73400.3461096258
119564.153487581,72781.385808239
111945.590030772,75929.8139995669
135552.430611302,74131.8708365926
136615.430911428,73081.2138853773
129261.318240753,76294.8399335306
125356.627703842,74664.0598513746
158595.671456957,74902.074485265
144430.554903787,71316.5653363108
126138.631089005,74774.6771901597
114674.641059143,75496.1231927668
112670.311958287,73542.8547274312
147522.883649828,77091.5818967642
129817.878344757,74300.0734945133
126497.828111132,74043.3356993249
134290.089383413,74521.7236319904
116645.755352928,72391.0655912617
124075.618717127,74579.890935646
140530.646862314,72750.0106351514
147727.092965479,73408.3147750648
135019.989813956,74131.2465660143
124673.358100668,73787.8549739736
132767.337524321,73851.684848792
102694.664138247,73360.6840958421
119361.509851835,72548.0437089824
124013.442290126,72750.2053568408
125417.826400171,74631.9575242704
134685.437426818,70752.390174241
122123.875325771,72024.1803448902
139540.799366494,72977.8224966383
141888.247567704,72954.673294806
118251.618559578,75538.3530761245
115472.539958109,77405.3209168074
104929.423262717,71315.597559807
132982.66436614,74116.5425257416
139682.109920801,75216.9920864984
131364.802667758,75830.6758649254
124735.374274659,74119.7226528139
127431.840715974,75972.5222980089
125893.34927813,76068.0820630234
127082.407964466,74641.4967370451
142722.491711326,75118.0198939148
116433.502638355,74189.455406546
136714.849457311,71451.8006347935
130636.052144333,70973.316910878
124178.759547432,73141.3911832651
137757.262255556,74196.4463512988
134640.860162629,73301.8592514985
130441.170457071,76625.5502416501
131945.753376759,76242.2433441607
128604.974632365,74737.8497893333
117858.144167056,72462.2307861667
131447.537299783,74548.6827004012
122945.578540579,72951.3668762566
158600.877504447,73282.0373824048
152479.034358915,72256.546723201
121906.778967179,73094.3660225652
139980.749897235,71467.0315558998
135333.670039676,70695.4684867528
132544.951659245,76776.9339194426
124056.749932744,75750.402400248
136395.993930285,75659.3326491857
106987.804080306,73987.1195116704
143343.410416314,74026.0081393218
130379.788560213,72466.6511977981
137516.230319015,71556.014868845
131050.070297296,76480.7031631886
119100.088796693,74096.4446744118
125876.615201133,74911.3885771336
143400.351418328,73650.3803842876
124856.230301558,77328.7565135565
122960.751491216,73381.2745636728
126262.765521753,71025.1098903004
129785.185768332,72534.8884186468
122960.697261673,74251.9493755856
133387.99800244,75125.4996349962
138447.993971303,73964.427494186
132117.625872173,72868.4490500916
129260.169847327,72224.1666157603
120879.65264707,72098.3399100644
120618.288093267,73856.0499484561
140079.779105948,75725.508581011
129840.909363411,71652.2922135301
147599.681554269,73774.6341945053
123520.505610758,72388.9042640193
132667.977346478,75293.4129853012
139057.851552499,74346.9394578467
114273.894232526,74794.7946204648
155522.69796918,71399.8982273769
123527.676633917,73466.7411908824
144876.576612397,76291.1629230345
120807.774148833,73612.7670735733
127197.839285451,72381.1704205892
146228.577381036,74141.2492114115
122956.753397241,74191.544089495
142635.034371163,75493.4002348949
149551.590125012,75715.6744608323
115732.786538388,70889.8405261154
116648.59830443,73215.3946613962
114701.289019783,77474.1865357685
141480.945348307,73400.3461096258
119564.153487581,72781.385808239
120513.77901621,75703.8131698964
146687.516084009,75001.4186065578
136615.430911428,73081.2138853773
137721.32683106,74056.937295052
125373.860896469,74664.4834136037
158595.671456957,74902.074485265
143418.772514256,71684.583539667
126138.631089005,74774.6771901597
123101.27823875,75077.5290606881
127492.964439007,74865.1272232992
147522.883649828,77091.5818967642
129817.878344757,74300.0734945133
126591.251601532,74173.4365427366
134761.874688793,74495.2081758645
116645.755352928,72391.0655912617
124075.618717127,74579.890935646
140530.646862314,72750.0106351514
147727.092965479,73408.3147750648
137704.775755046,73031.2133935678
125951.189851456,74671.8301321085
108620.071538874,72869.6610757363
102694.664138247,73360.6840958421
122743.644332997,72695.0230318897
124013.442290126,72750.2053568408
124181.196983248,74590.8707970581
135274.108993167,73046.9920356579
120516.061889013,71548.5876556803
139540.799366494,72977.8224966383
141648.481125764,72957.0377353735
118251.618559578,75538.3530761245
115472.539958109,77405.3209168074
104929.423262717,71315.597559807
133838.437198398,74009.3728473266
130641.341495906,73668.042578563
131364.802667758,75830.6758649254
124735.374274659,74119.7226528139
127431.840715974,75972.5222980089
125893.34927813,76068.0820630234
126947.605031216,74128.0183951494
138474.563964433,75489.3877029927
116433.502638355,74189.455406546
134587.689728686,70303.1276739
130636.052144333,70973.316910878
122556.456050294,72808.052866913
133406.81958116,73388.9805729083
149327.307967973,73338.0712145138
130441.170457071,76625.5502416501
131945.753376759,76242.2433441607
128604.974632365,74737.8497893333
117858.144167056,72462.2307861667
135951.596064681,75430.4538638822
121333.301646567,73255.0835909181
158600.877504447,73282.0373824048
152479.034358915,72256.546723201
121906.778967179,73094.3660225652
139980.749897235,71467.0315558998
135333.670039676,70695.4684867528
132780.036881111,76801.9866189861
124056.749932744,75750.402400248
136395.993930285,75659.3326491857
106987.804080306,73987.1195116704
143343.410416314,74026.0081393218
129013.883920341,72407.2102961045
132210.437090865,72985.4842745392
131050.070297296,76480.7031631886
122810.674037126,73554.1671817389
119103.218304828,75201.4401178833
143400.351418328,73650.3803842876
139324.073372193,76383.7280480588
123757.585218829,72812.6908259324
119619.407634043,72538.5894545183
129785.185768332,72534.8884186468
122960.697261673,74251.9493755856
136659.251892924,74814.5566132486
140364.125037344,75975.699938953
136997.990997225,72939.6557781915
124138.15604397,71069.2849681647
120879.65264707,72098.3399100644
120618.288093267,73856.0499484561
134368.174190042,73955.3015211984
129840.909363411,71652.2922135301
147599.681554269,73774.6341945053
122461.340232787,72599.617679618
142050.229574205,74795.5060377279
158522.375820209,73864.4487551975
114273.894232526,74794.7946204648
153747.450693988,71610.1709883363
123527.676633917,73466.7411908824
144876.576612397,76291.1629230345
132834.832990408,73852.5282904701
127197.839285451,72381.1704205892
115569.897543274,76270.3844664228
124133.402377524,75377.3154407632
142635.034371163,75493.4002348949
149551.590125012,75715.6744608323
118419.993348845,70806.2220234721
119601.892541604,73545.6556523525
114701.289019783,77474.1865357685
146836.106573763,73923.8303333239
121775.703636283,73493.6690314219
120513.77901621,75703.8131698964
143442.920285819,75194.1949014743
136615.430911428,73081.2138853773
137721.32683106,74056.937295052
125373.860896469,74664.4834136037
158595.671456957,74902.074485265
143418.772514256,71684.583539667
126138.631089005,74774.6771901597
123101.27823875,75077.5290606881
127492.964439007,74865.1272232992
150223.472120537,79072.4184000522
129817.878344757,74300.0734945133
127315.48018095,73722.8218294619
134761.874688793,74495.2081758645
116645.755352928,72391.0655912617
125173.468625394,74683.5481286733
135204.141664696,72393.9314711521
148094.269845129,73419.1235886718
136328.059056967,73355.6671663162
125951.189851456,74671.8301321085
125975.162815553,73654.0022218718
115950.420450038,72687.4625415353
122743.644332997,72695.0230318897
124013.442290126,72750.2053568408
124181.196983248,74590.8707970581
130393.322344152,73726.2855196053
120516.061889013,71548.5876556803
140545.545343653,73079.2865440186
141648.481125764,72957.0377353735
127467.042967043,77260.9980301911
117068.604780158,77262.807000246
104929.423262717,71315.597559807
144984.661857416,73757.0416791804
130641.341495906,73668.042578563
131364.802667758,75830.6758649254
126092.603805234,74124.8121880907
127431.840715974,75972.5222980089
125893.34927813,76068.0820630234
126067.449345344,74237.622947126
141678.746862614,76347.3999959814
126585.811768798,73015.6923669861
132916.299129544,70905.8330373827
129086.812861803,72891.6042707703
120494.152906075,72987.6772494681
122948.655904402,75169.3388369686
140276.968982651,73086.184865587
130441.170457071,76625.5502416501
131945.753376759,76242.2433441607
127535.191204136,75123.9693309635
113332.331784344,72484.5522476505
135951.596064681,75430.4538638822
121333.301646567,73255.0835909181
137820.40758168,73609.3144186768
152479.034358915,72256.546723201
120957.438819034,72121.0107938307
136672.058316735,71869.170556123
135333.670039676,70695.4684867528
127431.563155799,75144.7003043169
124056.749932744,75750.402400248
136174.358651017,76660.6271336978
106987.804080306,73987.1195116704
143343.410416314,74026.0081393218
130994.915049906,73023.5326745956
132240.927431204,72963.1281576895
131050.070297296,76480.7031631886
122810.674037126,73554.1671817389
117497.694982744,75700.7275279673
139813.447017991,73924.289655987
137958.928601579,77179.0430671974
123757.585218829,72812.6908259324
119619.407634043,72538.5894545183
123674.628408957,70580.3237721001
122445.286110789,73718.5661288306
128955.393203763,75723.4019064038
145895.567264933,77714.7726243429
136997.990997225,72939.6557781915
122369.319123521,71627.8942905101
120945.554533907,72119.4357893373
120618.288093267,73856.0499484561
136428.86872151,73750.0481698152
129840.909363411,71652.2922135301
147599.681554269,73774.6341945053
122461.340232787,72599.617679618
142050.229574205,74795.5060377279
152189.543373935,74422.894616936
114273.894232526,74794.7946204648
153747.450693988,71610.1709883363
123527.676633917,73466.7411908824
144876.576612397,76291.1629230345
115215.516896749,71624.1107206205
126985.060747847,72602.6773326465
119501.903063675,75900.2190871343
124133.402377524,75377.3154407632
148349.21144068,74279.8132948436
149551.590125012,75715.6744608323
